,Name,Year,Location,Coordinates
520,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
521,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
522,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
523,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
524,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
525,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
526,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
527,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
528,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
529,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
530,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
531,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
532,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
533,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
534,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
535,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
536,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
537,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
538,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
539,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
540,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
541,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
542,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
543,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
544,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
545,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
546,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
547,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
548,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
549,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
550,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
551,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
552,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
553,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
554,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
555,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
556,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
557,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
558,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
559,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
560,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
561,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
562,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
563,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
564,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
565,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
566,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
567,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
568,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
569,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
570,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
571,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
572,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
573,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
574,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
575,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
576,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
577,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
578,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
579,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
580,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
581,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
582,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
583,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
584,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
585,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
586,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
587,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
588,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
589,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
590,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
591,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
592,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
593,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
594,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
595,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
596,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
597,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
598,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
599,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
600,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
601,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
602,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
603,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
604,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
605,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
606,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
607,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
608,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
609,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
610,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
611,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
612,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
613,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
614,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
615,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
616,"""099 Central""",2002,"Buenos Aires, Federal District, Argentina","(-179, -179)"
617,"""1 Gay 5 Queens""",2013,"West Hollywood, California, USA","(34.0923014, -118.3692894)"
618,"""1 Girl 5 Gays""",2009,"Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
619,"""1 Kadin 1 Erkek""",2008,"Istanbul, Turkey","(41.0096334, 28.9651646)"
620,"""1 Non Blonde""",2010,New Zealand,"(-41.5000831, 172.8344077)"
621,"""1 chan KNB""",2007,"Toyama, Japan","(36.6957569, 137.2136215)"
622,"""1 quart de 3""",2008,"Sant Joan Desp, Barcelona, Catalonia, Spain","(-179, -179)"
623,"""1 vs 100""",2007,"Central City Studios, Melbourne, Victoria, Australia","(-179, -179)"
624,"""1 vs. 100""",2006,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA","(-179, -179)"
625,"""1 vs. 100""",2010,"Los Angeles, California, USA","(34.0536909, -118.242766)"
626,"""1, 2 oder 3""",1977,"Adlershof, Berlin, Germany","(52.4378932, 13.5475496)"
627,"""1, 2, 3 Go""",1961,"Sussex, England, UK","(50.94451385000001, -0.062267328417847545)"
628,"""1, 2, 3, Out""",1999,"Mar del Plata, General Pueyrredn, Buenos Aires, Federal District, Argentina","(-179, -179)"
629,"""1,000 Places to See Before You Die""",2007,"Corcovado, Rio de Janeiro, Rio de Janeiro, Brazil","(-22.9519478, -43.210579)"
630,"""1,000 Places to See Before You Die""",2007,"Christ the Redeemer, Corcovado, Rio de Janeiro, Rio de Janeiro, Brazil","(-22.9519173, -43.2104585)"
631,"""1,000 Places to See Before You Die""",2007,"Po de Acar, Urca, Rio de Janeiro, Rio de Janeiro, Brazil","(-179, -179)"
632,"""1,000 Places to See Before You Die""",2007,"Isabel Samba School, Ipanema, Rio de Janeiro, Rio de Janeiro, Brazil","(-179, -179)"
633,"""1,000 Places to See Before You Die""",2007,"Manaus, Amazonas, Brazil","(-3.1316333, -59.9825041)"
634,"""1,000 Places to See Before You Die""",2007,"Rio Negro, Amazonas, Brazil","(-1.6361292, -61.4521354)"
635,"""1,000 Places to See Before You Die""",2007,"Aria Amazon Towers Hotel, Manaus, Amazonas, Brazil","(-179, -179)"
636,"""1,000 Places to See Before You Die""",2007,"Bacu Tribe Village, Amazonas, Brazil","(-179, -179)"
637,"""1,000 Places to See Before You Die""",2007,"Copacabana Palace Hotel, Rio de Janeiro, Brazil","(-22.9670027, -43.1790751)"
638,"""1,000 Places to See Before You Die""",2007,"Beloso Beach, Rio de Janeiro, Rio de Janeiro, Brazil","(-179, -179)"
639,"""1,000 Places to See Before You Die""",2007,"Garota de Ipanema, Ipanema, Rio de Janeiro, Rio de Janeiro, Brazil","(-22.9852383, -43.202981)"
640,"""1,000 Places to See Before You Die""",2007,"Pedra Bonita, Parque Nacional da Tijuca, Rio de Janeiro, Rio de Janeiro, Brazil","(-179, -179)"
641,"""1,000 Places to See Before You Die""",2007,"Rio de Janeiro, Rio de Janeiro, Brazil","(-22.9110137, -43.2093727)"
642,"""1,000 Places to See Before You Die""",2007,"Cosme Velho District, Rio de Janeiro, Rio de Janeiro, Brazil","(-179, -179)"
643,"""1,000 Places to See Before You Die""",2007,"Fairmont Chateau Whistler - 4599 Chateau Blvd, Whistler, British Columbia, Canada","(50.117341350000004, -122.94490421815297)"
644,"""1,000 Places to See Before You Die""",2007,"British Columbia, Canada","(55.001251, -125.002441)"
645,"""1,000 Places to See Before You Die""",2007,"Tofino, British Columbia, Canada","(49.1529643, -125.9047083)"
646,"""1,000 Places to See Before You Die""",2007,"Wickaninnish Inn - 500 Osprey Ln, Tofino, British Columbia, Canada","(49.123013400000005, -125.90132416766636)"
647,"""1,000 Places to See Before You Die""",2007,"Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
648,"""1,000 Places to See Before You Die""",2007,"Tojo's Restaurant - 1133 W Broadway, Vancouver, British Columbia, Canada","(-179, -179)"
649,"""1,000 Places to See Before You Die""",2007,"Fairmont Waterfront - 900 Canada Place Way, Vancouver, British Columbia, Canada","(-179, -179)"
650,"""1,000 Places to See Before You Die""",2007,"Rogers Arena - 800 Griffiths Way, Vancouver, British Columbia, Canada","(49.2779085, -123.10894170979472)"
651,"""1,000 Places to See Before You Die""",2007,"Granville Island Public Market, Granville Island, Vancouver, British Columbia, Canada","(-179, -179)"
652,"""1,000 Places to See Before You Die""",2007,"Vancouver Aquarium, Stanley Park, Vancouver, British Columbia, Canada","(-179, -179)"
653,"""1,000 Places to See Before You Die""",2007,"Whistler Blackcomb, Whistler, British Columbia, Canada","(50.0814471, -122.96277172544472)"
654,"""1,000 Places to See Before You Die""",2007,"Paris, France","(48.8588897, 2.3200410217200766)"
655,"""1,000 Places to See Before You Die""",2007,"Htel de Crillon - 10 Place de la Concorde, Paris 8, Paris, France","(-179, -179)"
656,"""1,000 Places to See Before You Die""",2007,"Arc de Triomphe, Paris 8, Paris, France","(48.8737791, 2.295037226037673)"
657,"""1,000 Places to See Before You Die""",2007,"Rue Montorgueil, Paris 2, Paris, France","(48.8658583, 2.3470562)"
658,"""1,000 Places to See Before You Die""",2007,"Taillevent - 15 Rue Lamennais, Paris 8, Paris, France","(-179, -179)"
659,"""1,000 Places to See Before You Die""",2007,"Htel des Invalides, Rue de Grenelle, Paris 7, Paris, France","(-179, -179)"
660,"""1,000 Places to See Before You Die""",2007,"Seine River, Paris, France","(48.8538465, 2.3453468)"
661,"""1,000 Places to See Before You Die""",2007,"Montmartre, Paris 18, Paris, France","(48.8846283, 2.3381804)"
662,"""1,000 Places to See Before You Die""",2007,"Basilique du Sacr-Coeur, Montmartre, Paris 18, Paris, France","(-179, -179)"
663,"""1,000 Places to See Before You Die""",2007,"Tour Eiffel, Champ de Mars, Paris 7, Paris, France","(-179, -179)"
664,"""1,000 Places to See Before You Die""",2007,Monaco,"(43.73844905, 7.424224092532953)"
665,"""1,000 Places to See Before You Die""",2007,"Casino Square, Monte Carlo, Monaco","(43.739358949999996, 7.427822378154129)"
666,"""1,000 Places to See Before You Die""",2007,"Hotel de Paris, Place du Casino, Monte Carlo, Monaco","(43.738835300000005, 7.426632622648073)"
667,"""1,000 Places to See Before You Die""",2007,"Casino de Monte Carlo, Monte Carlo, Monaco","(43.7391605, 7.428023)"
668,"""1,000 Places to See Before You Die""",2007,"Monte Carlo, Monaco","(43.7402961, 7.426559)"
669,"""1,000 Places to See Before You Die""",2007,"Monte Carlo Bay Hotel and Resort - 40 Avenue Princesse Grace, Monte Carlo, Monaco","(-179, -179)"
670,"""1,000 Places to See Before You Die""",2007,"Observatory Cave, Monte Carlo, Monaco","(-179, -179)"
671,"""1,000 Places to See Before You Die""",2007,"Eze Village, Alpes-Maritimes, France","(43.7297829, 7.3618851)"
672,"""1,000 Places to See Before You Die""",2007,"Saint-Paul-de-Vence, Alpes-Maritimes, France","(43.697972, 7.1216304)"
673,"""1,000 Places to See Before You Die""",2007,"Auberge des Templiers, Saint-Paul-de-Vence, Alpes-Maritimes, France","(-179, -179)"
674,"""1,000 Places to See Before You Die""",2007,Mexico,"(23.6585116, -102.0077097)"
675,"""1,000 Places to See Before You Die""",2007,"Guadalajara, Jalisco, Mexico","(20.6720375, -103.338396)"
676,"""1,000 Places to See Before You Die""",2007,"Tequila, Jalisco, Mexico","(20.8821155, -103.8370907)"
677,"""1,000 Places to See Before You Die""",2007,"La Rojena Distillery, Tequila, Jalisco, Mexico","(-179, -179)"
678,"""1,000 Places to See Before You Die""",2007,"Tlaquepaque, Jalisco, Mexico","(20.6397718, -103.3120428)"
679,"""1,000 Places to See Before You Die""",2007,"Zihuatanejo, Guerrero, Mexico","(17.6467874, -101.5519746)"
680,"""1,000 Places to See Before You Die""",2007,"La Casa que Canta, Zihuatanejo, Guerrero, Mexico","(-179, -179)"
681,"""1,000 Places to See Before You Die""",2007,"Playa de la Ropa, Zihuatanejo, Guerrero, Mexico","(17.6288862, -101.5420916)"
682,"""1,000 Places to See Before You Die""",2007,"Barra de Potos, Guerrero, Mexico","(-179, -179)"
683,"""1,000 Places to See Before You Die""",2007,South Africa,"(-28.8166236, 24.991639)"
684,"""1,000 Places to See Before You Die""",2007,"Gansbaai Island, South Africa","(-179, -179)"
685,"""1,000 Places to See Before You Die""",2007,"Hermanus, South Africa","(-34.4175, 19.2361111)"
686,"""1,000 Places to See Before You Die""",2007,"Birkenhead House, Hermanus, South Africa","(-34.4183033, 19.24442746322169)"
687,"""1,000 Places to See Before You Die""",2007,"Botlierskop Game Reserve, South Africa","(-34.03058865, 22.13969101357143)"
688,"""1,000 Places to See Before You Die""",2007,"Botlierskop Lodge, Botlierskop Game Reserve, South Africa","(-179, -179)"
689,"""1,000 Places to See Before You Die""",2007,"Cango Valley, South Africa","(-179, -179)"
690,"""1,000 Places to See Before You Die""",2007,"Cape Town, Western Cape, South Africa","(-33.928992, 18.417396)"
691,"""1,000 Places to See Before You Die""",2007,"Table Mountain, Cape Town, Western Cape, South Africa","(-33.9593679, 18.4042289)"
692,"""1,000 Places to See Before You Die""",2007,"Mount Nelson Hotel, Cape Town, Western Cape, South Africa","(-33.931816, 18.411391195065455)"
693,"""1,000 Places to See Before You Die""",2007,"District Six Museum - 25A Buitenkant Street, Zonnebloem, Cape Town, Western Cape, South Africa","(-179, -179)"
694,"""1,000 Places to See Before You Die""",2007,"Kayamandi Township, Cape Town, Western Cape, South Africa","(-179, -179)"
695,"""1,000 Places to See Before You Die""",2007,"Bo Kaap, Cape Town, Western Cape, South Africa","(-33.920560949999995, 18.41288085411493)"
696,"""1,000 Places to See Before You Die""",2007,"Victoria & Alfred Waterfront, Cape Town, Western Cape, South Africa","(-33.9137038, 18.422237099414716)"
697,"""1,000 Places to See Before You Die""",2007,"Robben Island, Cape Town, Western Cape, South Africa","(-33.805299950000006, 18.36888354984039)"
698,"""1-2-3 Istanbul!""",2009,"Burgas, Bulgaria","(42.444553, 27.208264534658166)"
699,"""1-2-3 Istanbul!""",2009,"Istanbul, Turkey","(41.0096334, 28.9651646)"
700,"""1-2-3 Istanbul!""",2009,"Ljubljana, Slovenia","(46.0499803, 14.5068602)"
701,"""1-2-3 Istanbul!""",2009,"Medugorje, Bosnia-Herzegovina","(43.1905339, 17.6775328)"
702,"""1-2-3 Istanbul!""",2009,"Mostar, Bosnia-Herzegovina","(43.3435855, 17.8076584)"
703,"""1-2-3 Istanbul!""",2009,"Sarajevo, Bosnia-Herzegovina","(43.8519774, 18.3866868)"
704,"""1-2-3 Istanbul!""",2009,"Shkoder, Albania","(42.0681371, 19.5121437)"
705,"""1-2-3 Istanbul!""",2009,"Skopje, Macedonia","(41.9960924, 21.4316495)"
706,"""1-2-3 Istanbul!""",2009,"Tirana, Albania","(41.3279485, 19.8185512)"
707,"""1-2-3 Istanbul!""",2009,"Zagreb, Croatia","(45.8131847, 15.9771774)"
708,"""1-2-3 Moskau!""",2008,"Berlin, Germany","(52.5170365, 13.3888599)"
709,"""1-2-3 Moskau!""",2008,"Moscow, Russia","(55.7504461, 37.6174943)"
710,"""1-2-3 Moskau!""",2008,"Novgorod, Russia","(58.5209862, 31.2757862)"
711,"""1-2-3 Moskau!""",2008,"Riga, Latvia","(56.9493977, 24.1051846)"
712,"""1-2-3 Moskau!""",2008,"Tallinn, Estonia","(59.4372155, 24.7453688)"
713,"""1-2-3 Moskau!""",2008,"Vilnius, Vilnius County, Lithuania","(54.6870458, 25.2829111)"
714,"""1-2-3 Moskau!""",2008,"Warsaw, Mazowieckie, Poland","(52.2319581, 21.0067249)"
715,"""1-800-Missing""",2003,"Riverdale Collegiate Institute, Toronto, Ontario, Canada","(43.67026755, -79.33419669899203)"
716,"""1-800-Missing""",2003,"Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
717,"""1/4 Mermaid""",2015,"Los Angeles, California, USA","(34.0536909, -118.242766)"
718,"""1/4 Mermaid""",2015,"Cypress, California, USA","(33.8248235, -118.0399368)"
719,"""10 Days to War""",2008,"Inglis Barracks, Mill Hill, London, England, UK","(-179, -179)"
720,"""10 Days to War""",2008,Jordan,"(31.1667049, 36.941628)"
721,"""10 Films, 1 Box""",2014,"Los Angeles, California, USA","(34.0536909, -118.242766)"
722,"""10 Great Reasons""",2008,"Los Angeles, California, USA","(34.0536909, -118.242766)"
723,"""10 Great Reasons""",2008,"New York City, New York, USA","(40.7127281, -74.0060152)"
724,"""10 Items or Less""",2006,"Reseda, Los Angeles, California, USA","(34.2006552, -118.536528)"
725,"""10 Minute Tales""",2009,"Shepperton Studios, Shepperton, Surrey, England, UK","(-179, -179)"
726,"""10 Minute Tales""",2009,"Hackney, London, England, UK","(51.5432402, -0.0493621)"
727,"""10 Minute Tales""",2009,"Watford, Hertfordshire, England, UK","(51.6553875, -0.3957425)"
728,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
729,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
730,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
731,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
732,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
733,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
734,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
735,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
736,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
737,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
738,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
739,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
740,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
741,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
742,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
743,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
744,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
745,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
746,"""10 O'Clock Live""",2011,"Studio TC 6, BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(-179, -179)"
